Country Code,Country Name,Region,Income Group,Gender,Year,Life Expectancy
SLE,Sierra Leone,Sub-Saharan Africa,Low income,Male,2002,39.519
SLV,El Salvador,Latin America & Caribbean,Lower middle income,Male,2002,64.873
SMR,San Marino,Europe & Central Asia,High income,Male,2002,77.9
SOM,Somalia,Sub-Saharan Africa,Low income,Male,2002,49.976
SRB,Serbia,Europe & Central Asia,Upper middle income,Male,2002,69.7
SSA,Sub-Saharan Africa (excluding high income),,,Male,2002,49.89104212
SSD,South Sudan,Sub-Saharan Africa,Low income,Male,2002,48.863
SSF,Sub-Saharan Africa,,,Male,2002,49.89331856
SST,Small states,,,Male,2002,61.37377556
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,Male,2002,61.942
SUR,Suriname,Latin America & Caribbean,Upper middle income,Male,2002,64.763
SVK,Slovak Republic,Europe & Central Asia,High income,Male,2002,69.8
SVN,Slovenia,Europe & Central Asia,High income,Male,2002,72.3
SWE,Sweden,Europe & Central Asia,High income,Male,2002,77.7
SWZ,Swaziland,Sub-Saharan Africa,Lower middle income,Male,2002,44.706
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,Male,2002,
SYC,Seychelles,Sub-Saharan Africa,High income,Male,2002,69.1
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,Male,2002,71.559
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,Male,2002,
TCD,Chad,Sub-Saharan Africa,Low income,Male,2002,46.719
TEA,East Asia & Pacific (IDA & IBRD countries),,,Male,2002,69.58884859
TEC,Europe & Central Asia (IDA & IBRD countries),,,Male,2002,63.76922956
TGO,Togo,Sub-Saharan Africa,Low income,Male,2002,52.889
THA,Thailand,East Asia & Pacific,Upper middle income,Male,2002,67.548
TJK,Tajikistan,Europe & Central Asia,Lower middle income,Male,2002,63.439
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,Male,2002,60.188
TLA,Latin America & the Caribbean (IDA & IBRD countries),,,Male,2002,68.75304025
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Male,2002,59.903
TMN,Middle East & North Africa (IDA & IBRD countries),,,Male,2002,68.08119178
TON,Tonga,East Asia & Pacific,Upper middle income,Male,2002,68.829
TSA,South Asia (IDA & IBRD),,,Male,2002,62.83575849
TSS,Sub-Saharan Africa (IDA & IBRD countries),,,Male,2002,49.89331856
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,Male,2002,65.088
TUN,Tunisia,Middle East & North Africa,Lower middle income,Male,2002,71.337
TUR,Turkey,Europe & Central Asia,Upper middle income,Male,2002,67.621
TUV,Tuvalu,East Asia & Pacific,Upper middle income,Male,2002,
TZA,Tanzania,Sub-Saharan Africa,Low income,Male,2002,51.476
UGA,Uganda,Sub-Saharan Africa,Low income,Male,2002,47.085
UKR,Ukraine,Europe & Central Asia,Lower middle income,Male,2002,62.7
UMC,Upper middle income,,,Male,2002,69.2538454
URY,Uruguay,Latin America & Caribbean,High income,Male,2002,71.518
USA,United States,North America,High income,Male,2002,74.4
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Male,2002,64.399
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,Male,2002,68.334
VEN,"Venezuela, RB",Latin America & Caribbean,Upper middle income,Male,2002,68.746
VGB,British Virgin Islands,Latin America & Caribbean,High income,Male,2002,
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,Male,2002,75
VNM,Vietnam,East Asia & Pacific,Lower middle income,Male,2002,68.799
VUT,Vanuatu,East Asia & Pacific,Lower middle income,Male,2002,66.565
WLD,World,,,Male,2002,66.2065567
WSM,Samoa,East Asia & Pacific,Upper middle income,Male,2002,67.005
XKX,Kosovo,Europe & Central Asia,Lower middle income,Male,2002,65.7
YEM,"Yemen, Rep.",Middle East & North Africa,Lower middle income,Male,2002,59.573
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,Male,2002,51.573
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,Male,2002,44.715
ZWE,Zimbabwe,Sub-Saharan Africa,Low income,Male,2002,42.606
ABW,Aruba,Latin America & Caribbean,High income,Female,2002,76.375
AFG,Afghanistan,South Asia,Low income,Female,2002,57.849
AGO,Angola,Sub-Saharan Africa,Lower middle income,Female,2002,51.819
ALB,Albania,Europe & Central Asia,Upper middle income,Female,2002,77.541
AND,Andorra,Europe & Central Asia,High income,Female,2002,
ARB,Arab World,,,Female,2002,70.04426172
ARE,United Arab Emirates,Middle East & North Africa,High income,Female,2002,76.139
ARG,Argentina,Latin America & Caribbean,Upper middle income,Female,2002,77.987
ARM,Armenia,Europe & Central Asia,Lower middle income,Female,2002,75.106
ASM,American Samoa,East Asia & Pacific,Upper middle income,Female,2002,
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,Female,2002,76.338
AUS,Australia,East Asia & Pacific,High income,Female,2002,82.6
AUT,Austria,Europe & Central Asia,High income,Female,2002,81.7
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,Female,2002,70.33
BDI,Burundi,Sub-Saharan Africa,Low income,Female,2002,53.668
BEL,Belgium,Europe & Central Asia,High income,Female,2002,81.2
BEN,Benin,Sub-Saharan Africa,Low income,Female,2002,57.559
BFA,Burkina Faso,Sub-Saharan Africa,Low income,Female,2002,52.409
BGD,Bangladesh,South Asia,Lower middle income,Female,2002,66.947
BGR,Bulgaria,Europe & Central Asia,Upper middle income,Female,2002,75.4
BHR,Bahrain,Middle East & North Africa,High income,Female,2002,75.771
BHS,"Bahamas, The",Latin America & Caribbean,High income,Female,2002,76.001
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,Female,2002,77.36
BLR,Belarus,Europe & Central Asia,Upper middle income,Female,2002,74.1
BLZ,Belize,Latin America & Caribbean,Upper middle income,Female,2002,71.532
BMU,Bermuda,North America,High income,Female,2002,80.7
BOL,Bolivia,Latin America & Caribbean,Lower middle income,Female,2002,63.978
BRA,Brazil,Latin America & Caribbean,Upper middle income,Female,2002,74.788
BRB,Barbados,Latin America & Caribbean,High income,Female,2002,75.927
BRN,Brunei Darussalam,East Asia & Pacific,High income,Female,2002,77.381
BTN,Bhutan,South Asia,Lower middle income,Female,2002,62.668
BWA,Botswana,Sub-Saharan Africa,Upper middle income,Female,2002,50.985
CAF,Central African Republic,Sub-Saharan Africa,Low income,Female,2002,44.922
CAN,Canada,North America,High income,Female,2002,82.1
CEB,Central Europe and the Baltics,,,Female,2002,77.34303537
CHE,Switzerland,Europe & Central Asia,High income,Female,2002,83.1
CHI,Channel Islands,Europe & Central Asia,High income,Female,2002,80.417
CHL,Chile,Latin America & Caribbean,High income,Female,2002,80.152
CHN,China,East Asia & Pacific,Upper middle income,Female,2002,74.469
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,Female,2002,47.406
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,Female,2002,51.924
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,Female,2002,52.825
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,Female,2002,52.993
COL,Colombia,Latin America & Caribbean,Upper middle income,Female,2002,75.313
COM,Comoros,Sub-Saharan Africa,Low income,Female,2002,61.24
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,Female,2002,72.368
CRI,Costa Rica,Latin America & Caribbean,Upper middle income,Female,2002,80.105
CSS,Caribbean small states,,,Female,2002,73.57560555
CUB,Cuba,Latin America & Caribbean,Upper middle income,Female,2002,79.078
CUW,Curacao,Latin America & Caribbean,High income,Female,2002,
CYM,Cayman Islands,Latin America & Caribbean,High income,Female,2002,
CYP,Cyprus,Europe & Central Asia,High income,Female,2002,80.368
CZE,Czech Republic,Europe & Central Asia,High income,Female,2002,78.5
DEU,Germany,Europe & Central Asia,High income,Female,2002,81.2
DJI,Djibouti,Middle East & North Africa,Lower middle income,Female,2002,58.751
DMA,Dominica,Latin America & Caribbean,Upper middle income,Female,2002,78.8
DNK,Denmark,Europe & Central Asia,High income,Female,2002,79.2
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,Female,2002,74.231
DZA,Algeria,Middle East & North Africa,Upper middle income,Female,2002,72.703
EAP,East Asia & Pacific (excluding high income),,,Female,2002,73.3021828
EAR,Early-demographic dividend,,,Female,2002,66.66881667
EAS,East Asia & Pacific,,,Female,2002,74.45763845
ECA,Europe & Central Asia (excluding high income),,,Female,2002,73.03775336
ECS,Europe & Central Asia,,,Female,2002,77.47041054
ECU,Ecuador,Latin America & Caribbean,Upper middle income,Female,2002,76.621
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,Female,2002,71.394
EMU,Euro area,,,Female,2002,81.92348759
ERI,Eritrea,Sub-Saharan Africa,Low income,Female,2002,58.526
ESP,Spain,Europe & Central Asia,High income,Female,2002,83
EST,Estonia,Europe & Central Asia,High income,Female,2002,77
ETH,Ethiopia,Sub-Saharan Africa,Low income,Female,2002,54.717
EUU,European Union,,,Female,2002,80.84326933
FCS,Fragile and conflict affected situations,,,Female,2002,58.42657657
FIN,Finland,Europe & Central Asia,High income,Female,2002,81.5
FJI,Fiji,East Asia & Pacific,Upper middle income,Female,2002,70.63
FRA,France,Europe & Central Asia,High income,Female,2002,83
FRO,Faroe Islands,Europe & Central Asia,High income,Female,2002,81.2
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,Female,2002,68.145
GAB,Gabon,Sub-Saharan Africa,Upper middle income,Female,2002,59.9
GBR,United Kingdom,Europe & Central Asia,High income,Female,2002,80.5
GEO,Georgia,Europe & Central Asia,Lower middle income,Female,2002,75.913
GHA,Ghana,Sub-Saharan Africa,Lower middle income,Female,2002,58.201
GIB,Gibraltar,Europe & Central Asia,High income,Female,2002,
GIN,Guinea,Sub-Saharan Africa,Low income,Female,2002,51.506
GMB,"Gambia, The",Sub-Saharan Africa,Low income,Female,2002,57.927
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,Female,2002,53.4
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,Female,2002,54.784
GRC,Greece,Europe & Central Asia,High income,Female,2002,81.1
GRD,Grenada,Latin America & Caribbean,Upper middle income,Female,2002,73.096
GRL,Greenland,Europe & Central Asia,High income,Female,2002,70.99
GTM,Guatemala,Latin America & Caribbean,Lower middle income,Female,2002,71.892
GUM,Guam,East Asia & Pacific,High income,Female,2002,78.312
GUY,Guyana,Latin America & Caribbean,Upper middle income,Female,2002,68.05
HIC,High income,,,Female,2002,81.11120422
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Female,2002,84.5
HND,Honduras,Latin America & Caribbean,Lower middle income,Female,2002,73.387
HPC,Heavily indebted poor countries (HIPC),,,Female,2002,54.67372883
HRV,Croatia,Europe & Central Asia,Upper middle income,Female,2002,78.4
HTI,Haiti,Latin America & Caribbean,Low income,Female,2002,60.053
HUN,Hungary,Europe & Central Asia,High income,Female,2002,76.6
IBD,IBRD only,,,Female,2002,71.09442373
IBT,IDA & IBRD total,,,Female,2002,68.26010616
IDA,IDA total,,,Female,2002,58.20583537
IDB,IDA blend,,,Female,2002,56.93527336
IDN,Indonesia,East Asia & Pacific,Lower middle income,Female,2002,68.467
IDX,IDA only,,,Female,2002,58.82770902
IMN,Isle of Man,Europe & Central Asia,High income,Female,2002,81.5
IND,India,South Asia,Lower middle income,Female,2002,64.234
INX,Not classified,,,Female,2002,
IRL,Ireland,Europe & Central Asia,High income,Female,2002,80.4
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,Female,2002,72.098
IRQ,Iraq,Middle East & North Africa,Upper middle income,Female,2002,71.209
ISL,Iceland,Europe & Central Asia,High income,Female,2002,82.5
ISR,Israel,Middle East & North Africa,High income,Female,2002,81.5
ITA,Italy,Europe & Central Asia,High income,Female,2002,83.2
JAM,Jamaica,Latin America & Caribbean,Upper middle income,Female,2002,75.53
JOR,Jordan,Middle East & North Africa,Lower middle income,Female,2002,73.645
JPN,Japan,East Asia & Pacific,High income,Female,2002,85.2
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,Female,2002,71.5
KEN,Kenya,Sub-Saharan Africa,Lower middle income,Female,2002,54.401
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,Female,2002,72.1
KHM,Cambodia,East Asia & Pacific,Lower middle income,Female,2002,62.477
KIR,Kiribati,East Asia & Pacific,Lower middle income,Female,2002,67.392
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,Female,2002,74
KOR,"Korea, Rep.",East Asia & Pacific,High income,Female,2002,80.45
KWT,Kuwait,Middle East & North Africa,High income,Female,2002,74.386
LAC,Latin America & Caribbean (excluding high income),,,Female,2002,75.25135177
LAO,Lao PDR,East Asia & Pacific,Lower middle income,Female,2002,61.436
LBN,Lebanon,Middle East & North Africa,Upper middle income,Female,2002,77.193
LBR,Liberia,Sub-Saharan Africa,Low income,Female,2002,53.563
LBY,Libya,Middle East & North Africa,Upper middle income,Female,2002,72.753
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,Female,2002,73.925
LCN,Latin America & Caribbean,,,Female,2002,75.46265907
LDC,Least developed countries: UN classification,,,Female,2002,58.0678605
LIC,Low income,,,Female,2002,54.98818091
LIE,Liechtenstein,Europe & Central Asia,High income,Female,2002,82.3
LKA,Sri Lanka,South Asia,Lower middle income,Female,2002,76.398
LMC,Lower middle income,,,Female,2002,64.97104587
LMY,Low & middle income,,,Female,2002,68.17058393
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,Female,2002,47.235
LTE,Late-demographic dividend,,,Female,2002,74.58910291
LTU,Lithuania,Europe & Central Asia,High income,Female,2002,77.6
LUX,Luxembourg,Europe & Central Asia,High income,Female,2002,81.5
LVA,Latvia,Europe & Central Asia,High income,Female,2002,76.8
MAC,"Macao SAR, China",East Asia & Pacific,High income,Female,2002,83.467
MAF,St. Martin (French part),Latin America & Caribbean,High income,Female,2002,80.7
MAR,Morocco,Middle East & North Africa,Lower middle income,Female,2002,71.197
MCO,Monaco,Europe & Central Asia,High income,Female,2002,
MDA,Moldova,Europe & Central Asia,Lower middle income,Female,2002,71.301
MDG,Madagascar,Sub-Saharan Africa,Low income,Female,2002,60.952
MDV,Maldives,South Asia,Upper middle income,Female,2002,73.309
MEA,Middle East & North Africa,,,Female,2002,72.10614971
MEX,Mexico,Latin America & Caribbean,Upper middle income,Female,2002,77.235
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,Female,2002,
MIC,Middle income,,,Female,2002,69.44694912
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,Female,2002,76.218
MLI,Mali,Sub-Saharan Africa,Low income,Female,2002,50.192
MLT,Malta,Middle East & North Africa,High income,Female,2002,81.3
MMR,Myanmar,East Asia & Pacific,Lower middle income,Female,2002,64.775
MNA,Middle East & North Africa (excluding high income),,,Female,2002,71.62087849
MNE,Montenegro,Europe & Central Asia,Upper middle income,Female,2002,76.032
MNG,Mongolia,East Asia & Pacific,Lower middle income,Female,2002,67.249
MNP,Northern Mariana Islands,East Asia & Pacific,High income,Female,2002,
MOZ,Mozambique,Sub-Saharan Africa,Low income,Female,2002,51.047
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,Female,2002,61.847
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,Female,2002,75.5
MWI,Malawi,Sub-Saharan Africa,Low income,Female,2002,48.796
MYS,Malaysia,East Asia & Pacific,Upper middle income,Female,2002,75.324
NAC,North America,,,Female,2002,79.84467561
NAM,Namibia,Sub-Saharan Africa,Upper middle income,Female,2002,56.271
NCL,New Caledonia,East Asia & Pacific,High income,Female,2002,79.2
NER,Niger,Sub-Saharan Africa,Low income,Female,2002,51.717
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Female,2002,47.693
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,Female,2002,73.531
NLD,Netherlands,Europe & Central Asia,High income,Female,2002,80.7
NOR,Norway,Europe & Central Asia,High income,Female,2002,81.6
NPL,Nepal,South Asia,Low income,Female,2002,64.871
NRU,Nauru,East Asia & Pacific,Upper middle income,Female,2002,
NZL,New Zealand,East Asia & Pacific,High income,Female,2002,81.1
OED,OECD members,,,Female,2002,80.58439463
OMN,Oman,Middle East & North Africa,High income,Female,2002,75.357
OSS,Other small states,,,Female,2002,62.3469542
PAK,Pakistan,South Asia,Lower middle income,Female,2002,64.101
PAN,Panama,Latin America & Caribbean,Upper middle income,Female,2002,78.122
PER,Peru,Latin America & Caribbean,Upper middle income,Female,2002,74.098
PHL,Philippines,East Asia & Pacific,Lower middle income,Female,2002,70.679
PLW,Palau,East Asia & Pacific,High income,Female,2002,
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Female,2002,64.939
POL,Poland,Europe & Central Asia,High income,Female,2002,78.8
PRE,Pre-demographic dividend,,,Female,2002,53.01274811
PRI,Puerto Rico,Latin America & Caribbean,High income,Female,2002,82.15
PRK,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,Female,2002,70.432
PRT,Portugal,Europe & Central Asia,High income,Female,2002,80.6
PRY,Paraguay,Latin America & Caribbean,Upper middle income,Female,2002,72.784
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Female,2002,72.839
PSS,Pacific island small states,,,Female,2002,69.53613777
PST,Post-demographic dividend,,,Female,2002,80.94249337
PYF,French Polynesia,East Asia & Pacific,High income,Female,2002,75.94
QAT,Qatar,Middle East & North Africa,High income,Female,2002,78.011
ROU,Romania,Europe & Central Asia,Upper middle income,Female,2002,74.8
RUS,Russian Federation,Europe & Central Asia,Upper middle income,Female,2002,71.9
